Time (s),Roll (deg.),Pitch (deg.),Yaw (deg.),Altitude (m),Pressure (Pa),Temeprature (C)
1697042375.2088714,358.0,-0.875,355.625,31.674368763847717,1009.4997648751538,37.499706119298935
1697042375.267174,358.0,-0.875,355.625,30.829251673895694,1009.4085655249291,37.49529111897573
1697042375.326138,358.0,-0.875,355.625,32.522240032396695,1009.4085655249291,37.50412111496553
1697042375.3844478,358.0,-0.875,355.625,31.50641478591699,1009.4290103113268,37.49529111897573
1697042375.4467788,358.0,-0.875,355.625,31.84501245682816,1009.4290103113268,37.499706119298935
1697042375.5058007,358.0,-0.875,355.625,31.16782785853683,1009.4286884557018,37.499706119298935
1697042375.5648649,358.0,-0.875,355.625,31.59039134809752,1009.5503964358168,37.499706119298935
1697042375.6234014,358.0,-0.875,355.625,30.745275203078407,1009.4085655249291,37.50412111496553
1697042375.6817696,358.0,-0.875,355.625,31.84501245682816,1009.5098270761893,37.50412111496553
1697042375.7404299,358.0,-0.875,355.625,31.76103712932298,1009.5098270761893,37.499706119298935
1697042375.7994597,358.0,-0.875,355.625,31.422439077301213,1009.4692577494848,37.50412111496553
1697042375.8580937,6.0,-0.875,355.625,31.50641478591699,1009.4491340725309,37.50853610597551
1697042375.9173522,358.0,-0.875,355.625,31.59039134809752,1009.4286884557018,37.50853610597551
1697042375.9758127,358.0,-0.875,355.625,32.522240032396695,1009.4286884557018,37.50412111496553
1697042376.0343742,358.0,-0.875,355.625,32.43826546710778,1009.306980771865,37.50412111496553
1697042376.0931568,358.0,-0.875,355.625,32.015671832813304,1009.4692577494848,37.499706119298935
1697042376.1528997,358.0,-0.875,355.625,31.50641478591699,1009.4692577494848,37.50412111496553
1697042376.2116685,358.0,-0.875,355.625,31.84501245682816,1009.3374892582174,37.50853610597551
1697042376.269945,358.0,-0.875,355.625,31.33846422225511,1009.4893813421763,37.50412111496553
1697042376.3284025,358.0,-0.875,355.625,31.422439077301213,1009.3780581130734,37.50853610597551
1697042376.3870084,358.0,-0.875,355.625,31.84501245682816,1009.4591959215398,37.49087611399591
1697042376.4862661,358.0,-0.875,355.625,32.012965672537696,1009.5202086502392,37.49529111897573
1697042376.5679255,358.0,-0.875,355.625,31.335782598688745,1009.5101460129179,37.48646110435948
1697042376.658804,358.0,-0.875,355.625,31.842326156081725,1009.4189483991355,37.48646110435948
1697042376.7562256,358.0,-0.875,355.625,31.674368763847717,1009.4088864658859,37.477631071116775
1697042376.8533516,358.0,-0.875,355.625,31.842326156081725,1009.5101460129179,37.48204609006643
1697042376.950957,358.0,-0.875,355.625,31.16516609298453,1009.5000833545351,37.49087611399591
1697042377.0482953,358.0,-0.875,355.625,31.335782598688745,1009.3683194106615,37.48646110435948
1697042377.1457999,358.0,-0.875,355.625,32.012965672537696,1009.4290103113268,37.48646110435948
1697042377.2437496,358.0,-0.875,355.625,31.842326156081725,1009.4595158603751,37.477631071116775
1697042377.341024,358.0,-0.875,355.625,32.180922302521004,1009.4494535540289,37.49087611399591
1697042377.43859,358.0,-0.875,355.625,31.842326156081725,1009.4695781456619,37.49529111897573
1697042377.537923,358.0,-8.875,235.625,31.674368763847717,1009.4290103113268,37.49529111897573
1697042377.6133714,358.0,-0.875,355.625,33.02882086763481,1009.4186270008469,37.49529111897573
1697042377.7072577,358.0,-0.875,347.625,31.59039134809752,1009.4796404098884,37.49087611399591
1697042377.804245,358.0,-0.875,355.625,31.674368763847717,1009.4695781456619,37.49529111897573
1697042377.9078553,358.0,-0.875,355.625,31.59039134809752,1009.489702653053,37.49529111897573
1697042377.993027,358.0,-0.875,355.625,31.25180480182303,1009.4186270008469,37.50853610597551
1697042378.0556989,358.0,-0.875,355.625,32.18634689250658,1009.4793195563642,37.512951092328876
1697042378.1149323,358.0,-0.875,355.625,31.67706265537271,1009.458872693874,37.51736607402563
1697042378.173843,358.0,-0.875,355.625,32.102375741383206,1009.3271013798565,37.52178105106577
1697042378.2320795,358.0,-0.875,355.625,31.847726207764257,1009.4994431069198,37.512951092328876
1697042378.2904882,358.0,-0.875,355.625,31.679783996880758,1009.3676713210585,37.52178105106577
1697042378.3492985,358.0,-0.875,355.625,31.847726207764257,1009.4994431069198,37.51736607402563
1697042378.4081867,358.0,-0.875,355.625,31.002573337619825,1009.4283633112527,37.52178105106577
1697042378.470297,358.0,-0.875,355.625,31.509116268131994,1009.3877925909635,37.52178105106577
1697042378.528785,358.0,-0.875,355.625,31.17051707283256,1009.4283633112527,37.52178105106577
1697042378.587264,358.0,-0.875,355.625,32.18634689250658,1009.5095048505935,37.52178105106577
1697042378.6459017,358.0,-0.875,355.625,32.18634689250658,1009.3777319665443,37.52178105106577
1697042378.7048645,358.0,-0.875,355.625,32.102375741383206,1009.47899541398,37.53061099117622
1697042378.7632446,358.0,-0.875,355.625,33.03433426313783,1009.3877925909635,37.5261960234493
1697042378.821813,358.0,-0.875,355.625,31.002573337619825,1009.458872693874,37.53061099117622
1697042378.8802342,358.0,-0.875,355.625,32.35703763661634,1009.4079137765962,37.53061099117622
1697042378.9388585,358.0,-0.875,355.625,32.018405443795075,1009.3978531943148,37.52178105106577
1697042378.9975338,358.0,-0.875,355.625,31.85046740920484,1009.3572821338614,37.5261960234493
1697042379.0564523,358.0,-0.875,355.625,32.35703763661634,1009.4079137765962,37.5261960234493
1697042379.1160374,358.0,-0.875,355.625,32.35703763661634,1009.4689340644622,37.5261960234493
1697042379.1745348,6.0,-0.875,355.625,32.61171189423597,1009.3978531943148,37.53061099117622
1697042379.2328627,358.0,-0.875,355.625,32.018405443795075,1009.3673423430613,37.53061099117622
1697042379.2912912,358.0,-0.875,355.625,31.341173295086335,1009.4890567424256,37.53061099117622
1697042379.3501093,358.0,-0.875,355.625,31.511845200138207,1009.5396899551774,37.53502595424652
1697042379.4090984,358.0,-0.875,355.625,31.595814171741864,1009.4890567424256,37.53061099117622
1697042379.4714437,358.0,-0.875,355.625,32.18910036417843,1009.3874626982501,37.5261960234493
1697042379.5301535,358.0,-0.875,355.625,32.18910036417843,1009.4079137765962,37.53944091266021
1697042379.5887716,358.0,-0.875,355.625,32.44100755312339,1009.4890567424256,37.53061099117622
1697042379.6479297,358.0,-0.875,355.625,31.679783996880758,1009.5497516145546,37.53061099117622
1697042379.7068846,358.0,-0.875,355.625,32.18910036417843,1009.4179743378066,37.53061099117622
1697042379.76546,6.0,-0.875,355.625,32.10513300823773,1009.4484852430502,37.53502595424652
1697042379.8239808,358.0,-0.875,355.625,32.18910036417843,1009.4991180497979,37.53944091266021
1697042379.8821383,358.0,-0.875,355.625,31.85046740920484,1009.4890567424256,37.53502595424652
1697042379.9407535,358.0,-0.875,355.625,31.766499672187983,1009.4179743378066,37.53502595424652
1697042379.999451,358.0,-0.875,355.625,32.86639851501931,1009.3774025311918,37.53061099117622
1697042380.0583706,358.0,-0.875,355.625,31.511845200138207,1009.428034877944,37.53502595424652
1697042380.1168463,358.0,-0.875,355.625,32.18910036417843,1009.4686070905581,37.53944091266021
1697042380.1750486,358.0,-0.875,355.625,31.511845200138207,1009.4484852430502,37.53944091266021
1697042380.2333856,358.0,-0.875,355.625,31.766499672187983,1009.428034877944,37.53944091266021
1697042380.2924454,358.0,-0.875,355.625,32.02116650580768,1009.4686070905581,37.54385586641729
1697042380.351201,358.0,-0.875,355.625,31.682532788701444,1009.3874626982501,37.53944091266021
1697042380.4103093,358.0,-0.875,355.625,32.18910036417843,1009.5396899551774,37.53944091266021
1697042380.472592,358.0,-0.875,355.625,32.18910036417843,1009.4079137765962,37.53502595424652
1697042380.5313625,358.0,-0.875,355.625,31.089265237051805,1009.4481558949949,37.53944091266021
1697042380.5898054,358.0,-0.875,243.625,30.921330799353598,1009.428034877944,37.53944091266021
1697042380.648252,358.0,-0.875,355.625,32.27306857363468,1009.3975228442359,37.53944091266021
1697042380.7068326,358.0,-0.875,355.625,32.10513300823773,1009.5396899551774,37.54385586641729
1697042380.7655165,358.0,-0.875,355.625,31.682532788701444,1009.4380953970076,37.54827081551775
1697042380.824328,358.0,-0.875,355.625,31.682532788701444,1009.5698748700742,37.54827081551775
1697042380.882758,358.0,-0.875,355.625,32.53053726082635,1009.3975228442359,37.54827081551775
1697042380.9416761,358.0,-0.875,355.625,31.427877082059947,1009.4887288537643,37.53944091266021
1697042381.0005171,358.0,-0.875,355.625,32.02116650580768,1009.5497516145546,37.54827081551775
1697042381.0593278,358.0,-0.875,355.625,31.93720085688826,1009.4481558949949,37.54385586641729
1697042381.1179156,6.0,-0.875,355.625,31.343909817507086,1009.4380953970076,37.53944091266021
1697042381.176354,358.0,-0.875,355.625,32.02116650580768,1009.4380953970076,37.54827081551775
1697042381.2348776,358.0,-0.875,355.625,30.58272893657515,1009.3569503243838,37.54827081551775
1697042381.2931623,358.0,-0.875,355.625,32.69846618092369,1009.4075829691469,37.54827081551775
1697042381.3518012,358.0,-0.875,355.625,31.93720085688826,1009.3468905514752,37.54827081551775
1697042381.4115293,358.0,-0.875,355.625,32.10513300823773,1009.3874626982501,37.54385586641729
1697042381.473955,358.0,-0.875,355.625,31.682532788701444,1009.3468905514752,37.54827081551775
1697042381.532793,358.0,-0.875,355.625,32.02116650580768,1009.3975228442359,37.552685759961605
1697042381.5913923,358.0,-0.875,355.625,31.682532788701444,1009.4481558949949,37.552685759961605
1697042381.649901,358.0,-0.875,355.625,31.17597784895789,1009.4481558949949,37.557100699748844
1697042381.7088082,358.0,-0.875,355.625,31.51460158226029,1009.4176430729817,37.557100699748844
1697042381.7677956,358.0,-0.875,355.625,31.85323606147949,1009.4075829691469,37.54385586641729
1697042381.8265495,358.0,-0.875,355.625,31.346673789851867,1009.4481558949949,37.54827081551775
1697042381.8848653,358.0,-0.875,355.625,31.7692721195666,1009.3465559105047,37.552685759961605
1697042381.9437246,358.0,-0.875,355.625,31.85323606147949,1009.458216371905,37.557100699748844
1697042382.0021586,358.0,-0.875,355.625,32.191881287402545,1009.3670100762188,37.56151563487947
1697042382.0610485,358.0,-0.875,355.625,31.51460158226029,1009.4277031557388,37.56151563487947
1697042382.119854,358.0,-0.875,355.625,31.85323606147949,1009.4176430729817,37.557100699748844
1697042382.1787088,358.0,-0.875,355.625,32.53053726082635,1009.4783372624869,37.54827081551775
1697042382.23749,358.0,-0.875,355.625,31.85323606147949,1009.3871295166621,37.54827081551775
1697042382.2958949,358.0,-0.875,355.625,31.685309031159434,1009.4277031557388,37.552685759961605
1697042382.3545125,358.0,-0.875,355.625,32.44657408102151,1009.3264372162088,37.557100699748844
1697042382.4138205,358.0,-0.875,355.625,31.85323606147949,1009.4277031557388,37.56151563487947
1697042382.47601,358.0,-0.875,355.625,32.191881287402545,1009.4176430729817,37.557100699748844
1697042382.5350416,358.0,-0.875,355.625,32.02395501917578,1009.3871295166621,37.54827081551775
1697042382.5940402,358.0,-0.875,355.625,31.685309031159434,1009.508850532656,37.56151563487947
1697042382.6527376,358.0,-0.875,355.625,31.7692721195666,1009.4277031557388,37.56593056535348
1697042382.7113526,358.0,-0.875,355.625,31.517385414822915,1009.4478232580136,37.56593056535348
1697042382.7699113,358.0,-0.875,355.625,32.44657408102151,1009.4277031557388,37.56593056535348
1697042382.8289025,358.0,-0.875,355.625,32.02395501917578,1009.4277031557388,37.56593056535348
1697042382.8874855,358.0,-0.875,355.625,32.02395501917578,1009.4883976761557,37.56593056535348
1697042382.9518876,358.0,-0.875,355.625,31.17597784895789,1009.4176430729817,37.54827081551775
1697042383.054295,358.0,-0.875,355.625,31.93720085688826,1009.4686070905581,37.54827081551775
1697042383.1146998,358.0,-0.875,355.625,31.7692721195666,1009.4176430729817,37.56151563487947
1697042383.1736822,358.0,-0.875,355.625,31.85323606147949,1009.3871295166621,37.56151563487947
1697042383.2320232,358.0,-0.875,355.625,31.685309031159434,1009.4377632174167,37.557100699748844
1697042383.290322,358.0,-0.875,355.625,31.685309031159434,1009.3465559105047,37.56593056535348
1697042383.348768,358.0,-0.875,355.625,31.939993165301303,1009.4478232580136,37.56151563487947
1697042383.4078624,358.0,-0.875,355.625,31.685309031159434,1009.5289721272212,37.56593056535348
1697042383.4705677,358.0,-0.875,355.625,31.685309031159434,1009.4984580687411,37.56593056535348
1697042383.529581,358.0,-0.875,355.625,31.685309031159434,1009.4377632174167,37.57034549117088
1697042383.5880063,358.0,-0.875,355.625,32.27865028186505,1009.4780032533049,37.579175328835845
1697042383.6467113,358.0,-0.875,355.625,31.939993165301303,1009.4578832775286,37.579175328835845
1697042383.7052968,358.0,-0.875,355.625,31.939993165301303,1009.5289721272212,37.56593056535348
1697042383.764913,358.0,-0.875,355.625,32.36261175470272,1009.5289721272212,37.57034549117088
1697042383.82637,358.0,-0.875,355.625,32.1946896625085,1009.3971892052676,37.56593056535348
1697042383.8852646,358.0,-0.875,355.625,31.517385414822915,1009.4578832775286,37.57476041233167
1697042383.9438553,358.0,-0.875,355.625,32.1946896625085,1009.4984580687411,37.57476041233167
1697042384.0019765,358.0,-0.875,355.625,31.349465212440414,1009.3666745204933,37.579175328835845
1697042384.0605848,358.0,-0.875,355.625,32.02395501917578,1009.4072488727936,37.57034549117088
1697042384.1192179,358.0,-0.875,355.625,32.5333579084018,1009.4377632174167,37.57034549117088
1697042384.1781404,358.0,-0.875,355.625,31.43342488688864,1009.4578832775286,37.57034549117088
1697042384.2368827,358.0,-0.875,355.625,32.27865028186505,1009.3666745204933,37.579175328835845
1697042384.2953758,358.0,-0.875,355.625,31.349465212440414,1009.3867930461627,37.56593056535348
1697042384.3537874,6.0,-0.875,355.625,31.942812925301038,1009.3666745204933,37.57034549117088
1697042384.4145694,358.0,-0.875,355.625,31.858855719839486,1009.3867930461627,37.58359024068341
1697042384.4766154,358.0,-0.875,355.625,32.02677098423388,1009.3867930461627,37.579175328835845
1697042384.535581,358.0,-0.875,355.625,31.85603216491287,1009.4578832775286,37.57476041233167
1697042384.593862,358.0,-0.875,355.625,32.11072989663309,1009.4679432759594,37.58359024068341
1697042384.6525598,358.0,-0.875,355.625,32.1946896625085,1009.4273681446003,37.58359024068341
1697042384.711333,358.0,-0.875,355.625,32.02677098423388,1009.3968522773736,37.579175328835845
1697042384.7704887,358.0,-0.875,355.625,31.858855719839486,1009.3867930461627,37.588005147874355
1697042384.8295093,358.0,-0.875,355.5625,32.02677098423388,1009.3867930461627,37.579175328835845
1697042384.8879502,358.0,-0.875,355.625,31.942812925301038,1009.3968522773736,37.588005147874355
1697042384.9478977,358.0,-0.875,355.625,31.858855719839486,1009.3864532867152,37.58359024068341
1697042385.006678,358.0,-0.875,355.625,32.11072989663309,1009.4679432759594,37.579175328835845
1697042385.0652165,358.0,-0.875,355.625,31.265506391468392,1009.3867930461627,37.58359024068341
1697042385.1238182,358.0,-0.875,355.625,31.942812925301038,1009.4069114874998,37.58359024068341
1697042385.1825514,358.0,-0.875,355.625,31.942812925301038,1009.3968522773736,37.59242005040869
1697042385.2407699,358.0,-0.875,355.625,31.942812925301038,1009.3968522773736,37.588005147874355
1697042385.2995305,358.0,-0.875,355.625,31.858855719839486,1009.4474873320704,37.58359024068341
1697042385.3578827,358.0,-0.875,355.625,31.858855719839486,1009.3562768387886,37.588005147874355
1697042385.4166958,358.0,-0.875,355.625,31.520196698155655,1009.3663356758494,37.58359024068341
1697042385.4780412,358.0,-0.875,355.625,31.942812925301038,1009.4069114874998,37.59242005040869
1697042385.5364292,358.0,-0.875,355.625,32.113569518838,1009.3763944918255,37.588005147874355
1697042385.5947857,358.0,-0.875,355.625,31.097591309962812,1009.4069114874998,37.59242005040869
1697042385.652985,358.0,-0.875,355.625,31.604154284629416,1009.4270298444926,37.59242005040869
1697042385.7114475,358.0,-0.875,355.625,32.19752548982589,1009.3458767618575,37.601249841507524
1697042385.7708077,358.0,-0.875,355.625,32.53620600890686,1009.4370889913562,37.59242005040869
1697042385.8300164,358.0,-0.875,355.625,31.1815484239775,1009.4981231447335,37.59242005040869
1697042385.88872,358.0,-0.875,355.625,32.36829568239727,1009.4270298444926,37.59242005040869
1697042385.9472873,358.0,-0.875,355.625,32.02961440130172,1009.3358183400304,37.596834948286414
1697042386.0056503,358.0,-0.875,355.625,32.113569518838,1009.4270298444926,37.596834948286414
1697042386.0641975,358.0,-0.875,355.625,32.28434179931497,1009.4270298444926,37.596834948286414
1697042386.123661,358.0,-0.875,355.625,32.113569518838,1009.5081830588136,37.596834948286414
1697042386.1822429,358.0,-0.875,355.625,31.77489936783938,1009.4270298444926,37.59242005040869
1697042386.2407227,358.0,-0.875,355.625,32.28434179931497,1009.4370889913562,37.58359024068341
1697042386.2992609,358.0,-0.875,355.625,31.69094386929581,1009.5283028236976,37.596834948286414
1697042386.3578017,358.0,-0.875,355.625,31.77489936783938,1009.3659935422504,37.601249841507524
1697042386.4165213,358.0,-0.875,355.625,31.013635049414496,1009.5081830588136,37.596834948286414
1697042386.4786706,358.0,-0.875,355.625,32.02961440130172,1009.3864532867152,37.596834948286414
1697042386.537381,358.0,-0.875,355.625,32.28434179931497,1009.5383626744982,37.59242005040869
1697042386.595885,358.0,-0.875,355.625,31.606989224213688,1009.4776659551175,37.59242005040869
1697042386.6545048,358.0,-0.875,355.625,31.861706726583996,1009.447148117129,37.596834948286414
1697042386.7132208,358.0,-0.875,355.625,32.36829568239727,1009.4370889913562,37.60566473007202
1697042386.7725005,358.0,-0.875,355.625,31.52303543258318,1009.447148117129,37.601249841507524
1697042386.831381,358.0,-0.875,355.625,30.84572508872189,1009.447148117129,37.601249841507524
1697042386.8896606,358.0,-0.875,355.625,31.52303543258318,1009.5182429518021,37.601249841507524
1697042386.948007,358.0,-0.875,355.625,32.02961440130172,1009.3965120605168,37.610079613979906
1697042387.0065887,358.0,-0.875,355.625,31.606989224213688,1009.4065708132292,37.601249841507524
1697042387.065216,358.0,-0.875,355.625,31.69094386929581,1009.4877254539513,37.601249841507524
1697042387.1239572,358.0,-0.875,355.625,31.439082494399358,1009.4166295448503,37.60566473007202
1697042387.1827435,358.0,-0.875,355.625,32.28434179931497,1009.447148117129,37.601249841507524
1697042387.24152,358.0,-0.875,355.625,31.606989224213688,1009.5484225042022,37.60566473007202
1697042387.2997484,358.0,-0.875,355.625,31.439082494399358,1009.447148117129,37.60566473007202
1697042387.3581367,358.0,-0.875,355.625,31.439082494399358,1009.4266882553784,37.610079613979906
1697042387.4168708,358.0,-0.875,355.625,31.52303543258318,1009.4065708132292,37.60566473007202
1697042387.4789896,358.0,-0.875,355.625,30.84572508872189,1009.4672663053957,37.601249841507524
1697042387.537917,358.0,-0.875,355.625,31.94566013721705,1009.4572072218093,37.61449449323118
1697042387.5966806,358.0,-0.875,355.625,31.355130409657313,1009.35559019743,37.610079613979906
1697042387.6549559,358.0,-0.875,355.625,31.439082494399358,1009.4977849316915,37.60566473007202
1697042387.7135296,358.0,-0.875,355.625,32.116436593475704,1009.3659935422504,37.61449449323118
1697042387.7723927,358.0,-0.875,355.625,32.28434179931497,1009.4266882553784,37.618909367825836
1697042387.8309479,358.0,-0.875,355.625,31.52303543258318,1009.4266882553784,37.61449449323118
1697042387.8894255,358.0,-0.875,355.625,32.03248527070889,1009.386110238283,37.60566473007202
1697042387.951037,358.0,-0.875,355.625,32.45512976745508,1009.4672663053957,37.60566473007202
1697042388.013619,358.0,-0.875,355.625,31.52303543258318,1009.4672663053957,37.610079613979906
1697042388.0823362,358.0,-0.875,355.625,32.02961440130172,1009.447148117129,37.59242005040869
1697042388.1795115,358.0,-0.875,355.625,31.77489936783938,1009.3864532867152,37.601249841507524
1697042388.2765868,358.0,-0.875,355.625,32.53620600890686,1009.3968522773736,37.59242005040869
1697042388.3741262,358.0,-0.875,355.625,31.69094386929581,1009.4676064351916,37.59242005040869
1697042388.4687953,358.0,-0.875,355.625,31.77489936783938,1009.5182429518021,37.618909367825836
1697042388.5279045,358.0,-0.875,355.625,31.52303543258318,1009.4672663053957,37.610079613979906
1697042388.5874581,358.0,-0.875,355.625,32.20038876967937,1009.4977849316915,37.610079613979906
1697042388.6461759,358.0,-0.875,355.625,32.20038876967937,1009.4367469448131,37.627739103045315
1697042388.7047281,358.0,-0.875,355.625,31.439082494399358,1009.5078443883365,37.610079613979906
1697042388.7633047,358.0,-0.875,355.625,32.03248527070889,1009.4873844092818,37.610079613979906
1697042388.8218143,358.0,-0.875,355.625,32.03248527070889,1009.4873844092818,37.618909367825836
1697042388.8807144,358.0,-0.875,355.625,32.03248527070889,1009.4568642603933,37.618909367825836
1697042388.9393713,358.0,-0.875,355.625,32.7098831313263,1009.4773253678873,37.61449449323118
1697042388.9984407,358.0,-0.875,355.625,32.7098831313263,1009.4974434295779,37.62332423776388
1697042389.0569293,358.0,-0.875,355.625,31.864585185466147,1009.3351269503733,37.627739103045315
1697042389.1158447,358.0,-0.875,355.625,31.864585185466147,1009.4773253678873,37.618909367825836
1697042389.1745684,358.0,-0.875,355.625,31.187228800503462,1009.3961685546612,37.627739103045315
1697042389.2332206,358.0,-0.875,355.625,32.03248527070889,1009.4468056131518,37.610079613979906
1697042389.291598,358.0,-0.875,355.625,31.187228800503462,1009.5075024287739,37.618909367825836
1697042389.3503375,358.0,-0.875,355.625,31.44195247497644,1009.3961685546612,37.627739103045315
1697042389.4090102,358.0,-0.875,355.625,31.94853480137401,1009.4263433772221,37.61449449323118
1697042389.4753435,358.0,-0.875,355.625,32.203279502393606,1009.3961685546612,37.618909367825836
1697042389.533962,358.0,-0.875,355.625,32.203279502393606,1009.4062268499448,37.618909367825836
1697042389.5921063,358.0,-0.875,355.625,32.458036569464454,1009.4468056131518,37.627739103045315
